ID_Turbina,Velocidad_Viento_ms,Temperatura_Ambiente_C,Presion_Atmosferica_hPa,Eficiencia_Energetica_kWh
1,11.239882614641974,3.330981797737884,993.0852841867952,229.2
2,23.91571474101816,19.38554263202612,992.3489399536,414.91
3,19.10386671985092,34.282562614438376,1025.3127290260518,343.39
4,16.170486652334805,27.95011988843025,992.4773099924752,278.9
5,6.432410089733604,31.295251653765234,993.5974863064316,158.61
6,6.431879447396458,24.64525150198228,1017.969913120898,149.09
7,4.277839467700388,26.15244540330336,1002.486992122527,110.47
8,22.05587520704857,33.213804320439365,1018.8355278477592,382.27
9,16.224530258350594,6.235060398663368,983.2683078782192,275.61
10,18.577596711513003,17.02412336394132,1004.3785596836692,332.75
11,3.452858874507654,4.954424881882101,981.680680009164,91.5
12,24.33801674756388,39.44506035984912,983.1326601727676,401.54
13,21.31373809760928,37.4826702858976,1025.3218726672203,354.48
14,7.671460434922075,-3.2257934884172346,986.9622685558796,176.2
15,7.000149278556213,26.75088276320598,1006.6210341137609,148.71
16,7.034899216775544,36.63617428370496,1000.5547801300352,170.86
17,9.69332934510983,3.1258905307300093,997.367166312942,190.04
18,14.544641495909232,20.557535374868326,1024.9916672843635,251.1
19,12.502790410126549,36.19697339146188,981.0911698387744,226.38
20,9.407041084356925,-3.472430963639052,1013.1894843087796,203.46
21,16.46076368389235,26.3839120261078,1028.1697217106775,295.35
22,6.06886493434492,8.380705331764785,1008.008409173092,135.55
23,9.4271822677748,36.59782879194387,1026.8411231016546,193.01
24,11.059960552461217,38.697621032441546,982.6128939643012,220.92
25,13.03353965277479,37.491992010104525,1000.939665953708,256.68
26,20.2738711506463,16.33963974958587,993.0078895481024,368.59
27,7.392823207483914,33.791919294519104,1016.5410482490364,157.29
28,14.313157645099457,33.00472293407817,1029.0648545248623,251.44
29,16.033120514964935,9.359521295946504,992.8265031222124,286.36
30,4.02190907983995,32.30119633678048,1012.7087300737036,112.93
31,16.365986741831644,-3.334656437802832,989.904881637987,285.85
32,6.751530721120414,21.832144531692386,1008.2665127285804,141.7
33,4.431135045676149,5.350397677946637,1003.1966243344168,119.9
34,23.87548181957333,0.4255098599775468,1028.600266481577,407.65
35,24.243904727640302,-1.5371059266855882,1010.4263636348234,413.99
36,20.784741658562144,26.332994914516288,997.4753186043408,354.19
37,9.701502921814155,10.294373369562976,985.7047892443968,193.22
38,5.148786508140445,27.614504718794265,987.5623414367468,117.99
39,18.05312658326745,-2.0589646640475934,991.2658464975616,329.7
40,12.683354862271228,9.188065202377466,992.5483330670148,250.6
41,5.684841166585134,19.277108156890176,1022.5308028920568,116.81
42,13.893892022447943,30.58254241775336,1008.0611394141264,249.11
43,3.7565474645348047,9.343862631943146,1006.1695455687184,91.38
44,23.005048845733207,23.165111939665408,985.7384435934608,388.58
45,8.693159595200372,34.86899867062842,1023.0069846674718,179.56
46,17.575490255787603,22.713843468203702,1016.1407151604242,299.14
47,9.85764367396704,5.48317636391352,983.383418095,188.65
48,14.441496465911838,-3.901964829955789,1015.3917548614884,256.58
49,15.027626145552151,34.15444932554185,1007.1769108671324,277.49
50,7.066798021561595,-4.042876511732579,984.086267287339,156.7
51,24.330861810820288,34.361575270788975,1002.9150320764328,407.75
52,20.05292211394452,18.80217103122454,1004.2348143565024,352.56
53,23.66897671441216,37.25804643308033,988.2887270081636,399.57
54,22.68620170940828,30.94524560981494,1027.284907350014,387.58
55,16.153799533843873,39.90703497400018,1022.4987685740332,309.04
56,23.28123317050857,10.782031695326957,1013.4511168664554,412.62
57,4.946835045142229,29.52347300190071,1003.1147780500304,111.21
58,7.311622973221194,13.086891112415898,1000.5882770792256,167.97
59,3.9950003560318375,16.594402913675896,1012.5486733575476,118.04
60,10.157267276791815,23.23774584482665,1007.2715934703452,190.88
61,11.550900373168604,34.315470138385244,983.1136552940944,231.45
62,8.96967869902571,39.28375611396828,1005.6251324385166,199.92
63,21.232225201342445,29.57230362390332,1020.320180861642,357.26
64,10.848573187258964,13.79950519753002,1002.961993879848,203.55
